OrderID,ProductID,Quantity,UnitPrice
152,175,5,427.17
153,175,1,386.19
153,144,3,431.3
153,117,4,293.03
153,1,5,656.47
153,110,3,599.64
154,185,3,243.04
155,137,5,322.67
155,115,2,871.61
155,81,4,1013.87
155,2,2,161.07
155,101,3,142.74
155,50,1,220.68
155,86,4,475.58
156,152,3,302.34
157,64,3,84.13
157,28,2,838.89
157,122,5,37.4
157,62,1,700.71
157,88,5,842.25
158,22,4,579.21
158,16,1,519.91
159,16,4,517.85
159,114,1,98.98
159,15,3,538.58
160,103,5,695.49
160,25,4,265.88
160,159,4,381.01
160,193,5,233.58
160,106,1,232.18
160,60,3,28.85
160,154,1,309.8
161,4,5,104.19
161,153,2,106.21
162,164,4,608.24
162,131,4,694.58
162,66,2,120.65
163,16,5,487.53
164,132,2,970.51
164,167,5,783.03
164,194,3,689.44
164,92,5,463.73
164,80,2,375.9
164,150,5,365.58
164,139,5,548.72
165,109,2,445.83
166,18,4,807.67
166,88,3,835.7
166,49,5,127.45
166,171,5,686.53
167,108,1,677.97
167,85,1,712.05
167,42,2,298.04
167,27,2,258.54
167,117,3,274.74
168,53,5,124.4
168,103,3,560.13
168,48,5,562.02
168,2,3,159.06
168,93,1,428.98
168,3,3,511.18
168,19,3,243.04
169,87,1,141.56
169,142,3,273.56
169,63,1,82.34
170,98,2,74.39
170,168,2,800.79
170,29,3,600.16
171,135,1,777.7
171,160,2,746.75
171,112,2,176.5
172,178,5,231.15
172,96,5,451.63
172,82,2,380.86
172,154,1,285.04
172,110,3,630.81
172,163,5,138.19
172,63,4,83.66
173,187,2,170.69
173,21,5,261.29
173,121,5,789.99
173,170,3,602.33
174,135,4,643.87
174,178,5,212.92
174,124,2,166.75
174,184,2,778.25
174,127,2,292.04
174,122,3,31.73
175,97,1,389.64
175,147,5,366.07
175,41,5,698.03
175,96,5,375.82
175,66,4,139.05
175,141,4,408.72
175,22,4,497.13
176,70,1,761.1
176,98,1,74.91
176,7,5,202.75
176,46,1,612.89
176,114,2,125.07
176,60,1,25.56
177,10,3,147.32
177,140,3,739.25
177,52,5,701.06
177,86,5,646.81
177,51,1,1017.31
177,173,3,287.65
178,104,2,928.91
178,149,2,646.99
178,194,2,662.87
178,168,5,846.43
178,4,5,100.29
178,121,4,889.58
179,22,4,498.55
179,81,5,866.96
179,49,2,97.68
179,110,2,620.87
179,198,1,206.84
179,179,3,860.44
180,58,5,926.59
180,108,5,567.65
180,109,1,398.35
180,176,2,79.22
180,193,3,239.98
180,104,5,904.88
181,98,3,77.77
181,53,4,133.1
181,101,3,164.78
181,17,1,550.3
181,137,2,392.29
181,99,5,220.65
181,49,2,114.29
182,18,5,745.3
182,99,1,223.75
182,73,1,413.52
182,53,4,116.75
183,41,2,632.62
183,29,2,552.78
183,34,4,202.8
183,138,5,222.22
183,108,5,690.04
183,123,4,692.33
183,191,1,127.39
184,115,2,820.73
184,17,5,636.56
184,103,4,713.97
185,148,3,297.0
185,11,2,93.39
185,189,2,839.32
185,24,4,739.65
185,74,2,267.85
185,166,1,824.66
185,117,1,289.35
185,89,2,591.55
186,161,2,228.77
186,138,4,281.21
186,75,5,1014.31
186,171,3,527.31
186,18,1,705.07
187,105,1,221.09
187,116,4,128.72
187,43,4,12.07
187,65,4,710.42
187,54,3,140.74
187,130,2,298.4
188,172,2,83.62
188,192,4,60.61
188,119,3,94.11
188,125,2,919.27
188,18,5,900.91
188,22,3,447.28
189,137,1,358.95
189,190,1,667.3
190,40,5,693.26
190,113,1,612.83
190,92,5,446.67
190,46,1,637.6
190,56,3,694.95
191,14,3,144.07
191,154,2,340.36
191,2,4,122.57
191,13,1,654.02
191,198,2,209.04
191,97,1,465.54
191,197,1,650.94
191,52,2,849.81
192,12,3,706.64
192,107,2,646.08
192,132,5,927.99
193,110,4,543.57
193,31,1,253.18
193,60,4,28.25
193,55,3,371.44
193,28,3,873.19
193,92,2,345.62
193,83,5,665.91
194,27,4,246.8
194,183,2,752.56
194,138,3,235.85
194,146,4,1028.84
194,44,1,626.94
194,65,5,660.56
194,25,5,309.4
194,154,2,314.83
195,60,1,24.84
196,61,1,584.21
196,189,4,763.74
196,110,2,567.11
196,194,1,696.97
196,63,5,66.86
197,190,4,637.21
197,85,3,746.3
197,35,2,102.51
197,72,3,270.01
197,82,2,387.1
197,165,2,311.73
197,195,2,784.99
197,11,4,100.02
198,47,2,132.43
198,114,2,98.49
198,162,2,64.58
198,2,5,122.58
198,17,2,641.15
198,126,1,180.77
199,186,5,366.21
199,120,3,852.03
199,80,2,374.74
199,43,4,11.64
199,185,3,230.89
199,51,2,871.17
199,63,4,72.21
200,195,3,796.89
200,40,2,668.81
200,124,2,161.88
200,6,4,630.57
200,196,3,746.0
200,98,5,75.3
200,110,3,602.37
201,184,2,760.78
201,121,5,693.85
201,51,3,965.58
202,104,5,925.26
202,107,1,591.74
202,102,1,339.73
202,191,5,132.13
202,96,4,392.65
202,99,3,296.29
202,126,4,197.79
202,79,3,857.76
203,167,4,762.01
204,63,1,75.9
204,123,2,811.63
204,9,4,615.89
204,93,2,571.47
205,64,1,64.41
205,155,4,33.94
205,149,5,561.31
205,170,1,700.42
205,42,2,287.2
206,43,4,13.17
206,110,4,622.51
206,65,1,689.58
206,178,5,178.85
206,78,3,425.95
206,129,3,349.8
206,137,4,400.96
207,2,4,121.61
207,44,3,731.84
207,126,2,211.7
207,1,2,634.68
207,25,2,334.74
208,47,2,131.89
208,129,2,349.29
208,29,4,578.36
208,116,5,145.99
208,146,2,783.58
208,55,1,353.39
208,48,3,550.69
208,52,1,670.05
209,123,1,667.68
209,125,1,768.47
209,173,1,278.88
209,195,5,625.5
210,97,3,454.83
211,122,2,37.98
211,194,4,826.45
211,87,1,151.51
211,155,3,37.33
211,110,1,664.65
211,95,4,255.77
211,175,2,396.03
211,88,1,688.83
212,180,4,845.71
212,193,2,209.54
212,64,3,64.19
212,95,3,219.72
212,116,3,166.31
213,60,4,28.6
213,156,1,674.24
213,125,3,891.16
213,103,2,659.19
213,190,5,706.98
213,157,5,435.19
213,21,4,222.05
213,90,3,133.7
214,44,1,659.99
214,115,1,695.45
214,30,3,393.72
214,124,3,179.47
214,170,3,555.41
214,139,1,524.59
214,62,5,710.5
214,63,4,75.96
215,178,5,227.99
215,86,5,605.92
216,165,4,295.95
216,88,5,849.56
217,60,5,25.47
217,58,1,973.71
217,67,2,464.48
217,30,4,490.25
217,75,1,899.14
217,23,5,417.71
217,29,4,632.96
218,82,2,420.4
218,198,1,192.99
218,94,4,647.1
218,174,3,80.32
218,33,4,944.82
218,134,2,117.78
218,170,2,628.73
219,154,5,284.32
220,71,2,68.05
220,181,4,457.37
221,86,2,497.62
222,180,4,732.61
222,189,3,924.39
222,14,2,146.3
222,199,5,830.32
223,87,5,152.14
223,109,3,502.54
223,174,2,90.56
223,122,5,34.89
223,90,2,118.15
223,194,5,684.98
223,101,1,176.09
224,118,4,203.27
224,168,2,797.02
224,42,2,259.36
224,148,1,300.09
224,36,5,146.57
225,174,4,81.95
225,38,2,602.22
226,25,4,300.14
227,14,5,132.91
227,31,2,236.4
227,132,4,928.64
228,9,5,663.7
228,31,4,276.1
228,62,1,734.03
228,102,4,319.79
229,162,1,49.92
229,168,5,751.47
229,114,5,104.75
229,95,5,265.28
229,3,1,561.19
230,99,3,275.49
230,124,1,162.81
230,166,5,733.18
231,104,5,856.1
231,180,5,888.22
231,6,5,680.44
232,193,1,239.22
232,54,5,148.18
233,2,1,154.08
233,143,5,415.64
233,115,2,720.73
234,144,1,431.01
234,66,1,116.36
235,94,3,538.43
235,140,5,587.79
235,44,3,818.89
235,109,4,492.53
235,169,4,224.46
236,134,1,118.06
236,91,2,507.97
236,156,2,518.26
236,138,5,285.04
236,131,5,659.24
236,54,2,157.46
237,20,1,346.36
237,141,4,473.42
237,66,2,152.55
237,67,1,459.18
237,98,3,81.6
237,167,2,914.32
237,42,5,304.87
238,108,4,700.23
238,40,5,624.47
238,81,3,810.64
239,137,4,393.36
239,29,1,540.13
240,86,4,472.4
240,200,2,919.74
240,70,1,790.43
240,38,1,620.81
240,58,3,767.97
240,71,4,68.37
241,136,3,616.32
241,90,5,124.24
242,13,4,724.42
242,44,5,652.89
243,123,2,815.43
243,152,5,245.2
243,33,1,917.37
243,67,3,514.03
243,3,2,601.86
243,176,4,73.83
243,132,2,951.14
244,91,2,620.68
244,120,1,868.46
244,129,4,363.19
244,74,1,294.66
244,71,1,69.33
244,110,1,650.04
244,134,1,99.66
244,184,3,741.86
245,3,5,567.53
245,109,4,498.26
245,174,2,72.18
245,131,1,732.73
245,188,5,994.88
245,35,2,102.48
245,123,5,883.23
245,128,1,33.59
246,44,5,803.94
246,173,1,252.76
246,196,4,775.33
246,135,1,622.4
246,58,2,811.8
246,45,1,914.97
246,20,4,333.94
246,94,2,597.68
247,189,4,898.18
248,79,5,935.81
248,165,1,341.78
248,132,5,852.17
248,10,3,153.76
249,28,1,795.41
249,2,2,137.65
249,90,5,106.22
249,185,4,299.69
249,48,4,504.76
249,103,3,538.33
250,121,2,787.45
250,102,3,297.39
250,96,4,385.2
250,77,4,966.28
251,36,3,150.04
251,91,2,621.07
251,192,3,49.8
252,35,3,91.83
253,42,4,300.52
254,31,2,264.3
254,108,4,572.48
254,126,4,197.31
254,141,1,366.8
254,127,2,323.93
255,89,2,698.95
255,129,3,273.21
255,4,5,95.44
256,112,3,160.45
257,22,3,461.24
257,195,3,777.13
257,110,2,700.62
257,64,4,80.13
257,159,1,348.67
257,40,5,690.54
257,187,2,170.49
257,131,5,749.46
258,59,3,235.08
258,31,2,278.83
258,34,5,210.74
259,24,2,661.89
259,14,4,115.74
259,98,5,77.88
259,105,1,252.27
260,29,2,667.75
260,69,1,323.21
260,94,1,575.11
260,72,3,208.93
260,90,4,111.13
261,156,3,667.13
261,26,1,741.45
261,111,1,11.19
261,48,2,605.9
261,65,3,604.62
262,61,1,489.55
262,167,5,698.38
262,71,5,58.53
262,54,2,189.17
262,150,4,383.78
262,99,1,293.7
263,78,1,419.03
263,186,4,331.11
263,122,3,33.33
263,195,5,805.39
263,52,3,893.53
263,137,1,365.72
264,18,2,839.4
264,124,5,148.64
264,108,2,521.95
264,135,4,747.49
264,129,5,317.72
264,6,1,762.75
264,43,5,11.22
265,144,2,349.25
265,200,5,816.92
265,100,5,888.41
265,103,5,628.64
265,156,2,539.89
265,70,3,769.08
265,53,2,132.39
266,12,2,689.16
266,137,3,423.66
266,61,3,638.87
266,75,1,981.32
267,54,5,172.53
267,137,3,427.2
267,30,5,382.99
267,1,2,654.24
268,157,3,363.88
268,76,1,91.2
268,84,5,291.95
268,15,4,462.98
268,161,3,245.61
268,3,5,630.85
268,92,4,410.26
269,84,4,300.37
269,69,2,305.44
269,53,4,139.7
269,149,4,555.99
270,127,2,292.72
270,47,4,138.18
271,166,2,729.49
271,73,5,474.67
271,6,2,615.59
272,110,4,597.43
272,63,5,63.68
273,187,4,170.08
273,193,1,200.91
273,4,1,107.68
274,64,5,70.55
274,198,1,186.52
274,22,1,585.82
275,182,4,732.39
275,22,3,562.84
275,52,2,735.68
275,36,5,140.84
275,123,5,810.32
275,195,1,631.44
276,140,4,600.01
276,76,2,90.09
277,59,2,237.07
278,168,1,940.3
278,74,1,270.76
278,58,3,781.15
278,176,5,66.75
278,99,3,245.32
278,184,1,968.03
279,155,4,28.88
280,154,5,319.26
280,47,3,168.6
280,174,3,95.38
280,109,3,530.6
280,39,1,279.57
280,171,2,653.58
281,82,4,400.47
281,38,1,626.55
281,100,3,857.01
282,24,4,590.73
282,83,4,653.26
282,33,4,833.35
283,36,5,153.09
283,168,5,851.32
283,63,4,80.28
283,99,4,224.87
283,108,2,611.15
283,141,2,441.75
284,1,1,809.07
284,53,3,112.13
284,5,2,550.39
284,93,2,468.67
284,143,5,537.94
284,122,4,37.69
285,54,2,145.95
285,58,1,822.47
285,15,4,561.43
285,192,1,54.48
286,123,1,853.37
286,153,2,86.47
287,63,4,61.66
287,20,2,318.09
288,191,4,146.75
288,36,1,166.85
288,192,2,52.96
288,136,1,499.09
288,179,2,888.8
288,77,1,921.79
288,121,4,795.74
288,106,4,280.72
289,147,2,381.97
289,129,1,295.29
289,79,2,828.28
289,182,4,773.27
289,59,2,251.77
290,48,4,568.72
290,191,2,151.28
290,144,3,333.39
290,155,2,33.96
290,20,1,331.66
290,178,5,176.82
290,120,3,1006.86
291,62,5,628.77
292,17,3,650.77
292,55,2,367.28
293,62,5,625.99
294,145,4,149.05
295,13,3,723.59
296,92,4,435.86
297,81,2,840.78
297,193,1,221.9
297,101,5,149.44
297,186,2,327.94
298,151,4,497.01
299,75,4,783.91
300,161,2,246.1
300,24,2,736.42
301,129,5,329.15
301,133,3,201.54
301,187,2,161.98
302,75,4,953.82
302,93,5,459.87
302,160,2,877.69
302,111,4,13.1
302,11,1,84.42
302,183,3,632.12
303,128,2,31.3
303,25,2,357.58
304,72,1,232.85
304,148,4,241.5
305,122,1,37.2
305,66,4,153.88
305,196,3,679.18
305,114,5,111.12
305,167,2,894.79
306,94,3,640.57
306,132,1,999.25
306,160,1,881.37
306,81,2,947.93
306,96,5,467.23
306,22,1,432.32
306,175,2,345.29
306,106,1,271.51
307,100,4,796.54
307,119,4,110.95
307,172,2,72.2
307,24,4,704.77
308,52,4,773.59
308,103,4,559.96
308,85,2,609.01
308,17,2,720.84
308,82,3,425.37
308,88,5,827.63
308,155,1,35.27
309,111,3,13.57
309,122,2,30.24
309,55,1,353.88
309,14,1,117.83
309,6,4,639.42
309,195,5,800.8
310,172,4,71.76
310,67,3,431.38
310,48,3,512.12
310,14,4,144.6
311,138,1,240.34
311,177,5,529.82
311,42,5,258.35
311,179,3,892.15
311,112,3,169.83
311,91,4,468.98
311,178,4,231.97
311,147,1,436.43
312,68,5,185.56
312,134,2,97.28
312,185,2,286.84
312,1,5,689.09
312,116,5,161.66
312,33,3,820.87
312,163,2,112.3
313,95,1,285.0
